id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
107986851,0cd33087-1b2a-48dc-ab87-21da043d9ab9,Fri Mar 04 2022 16:02:48 GMT-0600 (CST),2022-03-04,2022-03-04 22:02:48 UTC,Central Time (US & Canada),24631,2022-03-05 23:51:05 UTC,2025-10-20 20:12:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/107986851,https://static.inaturalist.org/photos/181722919/medium.jpg,"","",1,0,false,3,"Alabama, US",34.4312389606,-86.7695429863,4,,,,28818,obscured,obscured,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108027005,b2df93b0-3f4c-4355-87d3-fd33f455e26f,Fri Mar 04 2022 15:00:51 GMT-0600 (CST),2022-03-04,2022-03-04 21:00:51 UTC,Central Time (US & Canada),3141905,2022-03-06 15:05:14 UTC,2022-03-11 01:22:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108027005,https://inaturalist-open-data.s3.amazonaws.com/photos/181802076/medium.jpg,"","",2,0,false,3,"Bryants Ford Rd, Symsonia, KY, US",36.9517379442,-88.4883982254,324,,,,324,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108078449,6dd1a344-b0ab-4690-93d9-09fefda0a8c4,Sun Mar 06 2022 08:13:44 GMT-0500 (EST),2022-03-06,2022-03-06 13:13:44 UTC,Eastern Time (US & Canada),2767481,2022-03-07 02:00:38 UTC,2025-09-30 01:32:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108078449,https://inaturalist-open-data.s3.amazonaws.com/photos/181898019/medium.jpg,"","",1,0,false,3,"Airport Rd, Centerville, IN, US",39.7979666667,-84.9646616667,7,,,,7,,open,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108078652,9ac5da03-7ba7-4764-b1e9-db5515f35836,Sun Mar 06 2022 08:05:00 GMT-0500 (EST),2022-03-06,2022-03-06 13:05:00 UTC,Eastern Time (US & Canada),2767481,2022-03-07 02:02:12 UTC,2025-09-30 01:32:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108078652,https://inaturalist-open-data.s3.amazonaws.com/photos/181898206/medium.jpg,"","",1,0,false,3,"Airport Rd, Centerville, IN, US",39.797845,-84.9647133333,34,,,,34,,open,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108082504,3e6176f0-c7f3-485c-b86d-cd9fc4f1dcb1,2022-03-06 19:44:54,2022-03-06,2022-03-07 01:44:54 UTC,Central Time (US & Canada),1639,2022-03-07 02:55:18 UTC,2022-03-07 03:41:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108082504,https://static.inaturalist.org/photos/181906063/medium.jpeg,"",,1,0,false,2,"Vienna, IL 62995, USA",37.420622,-88.908016,,,,,,,,false,gps,gps,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108084985,9cccfd79-6a46-427b-9eca-f782fb5ce1b1,Sun Mar 06 2022 21:01:14 GMT-0500 (EST),2022-03-06,2022-03-07 02:01:14 UTC,Eastern Time (US & Canada),4522350,2022-03-07 03:30:49 UTC,2022-11-23 00:45:42 UTC,research,,https://www.inaturalist.org/observations/108084985,https://static.inaturalist.org/photos/181910756/medium.jpg,"","",1,0,false,3,"East Fork Lake Campers Boat Ramp, Batavia, OH, US",39.0509611667,-84.1088166667,4,,,,4,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108087130,74fe8acd-f69f-4b96-bcda-5d96068735a9,2022/03/06 7:44 PM CST,2022-03-06,2022-03-07 01:44:00 UTC,Central Time (US & Canada),1524853,2022-03-07 04:11:48 UTC,2022-03-07 16:44:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108087130,https://inaturalist-open-data.s3.amazonaws.com/photos/181915568/medium.jpg,"","6 degrees C, rain, crossing road on way to vernal pool",2,0,false,,"Missouri, US",38.4410811659,-91.2311483497,13459,,,,28240,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108087132,b7a58a62-6480-442c-acd2-6d78bca5039e,2022/03/06 7:00 PM CST,2022-03-06,2022-03-07 01:00:00 UTC,Central Time (US & Canada),1524853,2022-03-07 04:11:50 UTC,2022-03-08 18:42:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108087132,https://inaturalist-open-data.s3.amazonaws.com/photos/181915584/medium.jpg,"","6 degrees C, rain, crossing road on way to vernal pool",3,0,false,,"Missouri, US",38.5180441011,-91.2184436509,13459,,,,28240,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108088379,6e545778-fe27-4e91-b52e-caeb46b7bc11,2022-03-06 20:05:36,2022-03-06,2022-03-07 02:05:36 UTC,Central Time (US & Canada),1639,2022-03-07 04:32:43 UTC,2022-03-08 18:42:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108088379,https://static.inaturalist.org/photos/181918427/medium.jpeg,"",,2,0,false,2,"Vienna, IL 62995, USA",37.37272362,-88.89148222,,,,,,,,false,gps,gps,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108089849,38e9a1df-e29e-479a-8dde-0dafe0be5071,2022-03-06 20:16:44,2022-03-06,2022-03-07 02:16:44 UTC,Central Time (US & Canada),997160,2022-03-07 05:01:27 UTC,2022-03-11 14:40:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108089849,https://inaturalist-open-data.s3.amazonaws.com/photos/181921327/medium.jpeg,"",,2,0,false,2,"Little Rock, AR 72202, USA",34.78324785,-92.3368350416,220,,,,220,,,false,gps,gps,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108116527,5c08a2bf-6acb-472e-bcf8-3411add653ea,Wed Mar 02 2022 12:48:38 GMT-0500 (EST),2022-03-02,2022-03-02 17:48:38 UTC,Eastern Time (US & Canada),4873,2022-03-07 16:55:00 UTC,2025-07-11 14:01:24 UTC,research,CC0,https://www.inaturalist.org/observations/108116527,https://inaturalist-open-data.s3.amazonaws.com/photos/181972303/medium.jpg,"","",1,0,false,3,"Ohio, US",40.9853373012,-81.7327906528,4,,,,27877,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108116695,919b7df4-d192-434d-bfb5-aa04a6ce5a1a,Wed Feb 23 2022 12:07:28 GMT-0500 (EST),2022-02-23,2022-02-23 17:07:28 UTC,Eastern Time (US & Canada),4873,2022-03-07 16:58:12 UTC,2022-03-09 18:27:51 UTC,research,CC0,https://www.inaturalist.org/observations/108116695,https://inaturalist-open-data.s3.amazonaws.com/photos/181972591/medium.jpg,"","",1,0,false,3,"Towpath Trail, Clinton, OH, US",40.9423783333,-81.6201333333,4,,,,4,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108116943,337de5e5-5e64-41bb-9a3a-4024c45894b1,Sun Mar 06 2022 21:48:19 GMT-0600 (CST),2022-03-06,2022-03-07 03:48:19 UTC,Central Time (US & Canada),3491648,2022-03-07 17:04:13 UTC,2022-03-11 01:33:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/108116943,https://inaturalist-open-data.s3.amazonaws.com/photos/181973252/medium.jpg,"","",2,0,false,3,"Bryants Ford Rd, Symsonia, KY, US",36.9474666667,-88.4873416667,4,,,,4,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108142567,71aea5ee-2ee0-41bf-8564-fda2edfd1295,Sun Mar 06 2022 23:20:14 GMT-0500 (EST),2022-03-06,2022-03-07 04:20:14 UTC,Eastern Time (US & Canada),1067388,2022-03-07 23:41:29 UTC,2025-04-05 00:39:38 UTC,research,,https://www.inaturalist.org/observations/108142567,https://static.inaturalist.org/photos/182020151/medium.jpg,"","",2,0,false,3,"Groveport, OH, US",39.8405623878,-82.8759079069,2,,,,2,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108176926,88c78818-c38a-4637-ae13-572604b887a3,Mon Mar 07 2022 21:05:32 GMT-0500 (EST),2022-03-07,2022-03-08 02:05:32 UTC,Eastern Time (US & Canada),1896470,2022-03-08 15:20:55 UTC,2022-05-04 19:46:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108176926,https://inaturalist-open-data.s3.amazonaws.com/photos/182095129/medium.jpg,"","",2,0,false,3,"Gahanna Woods, Gahanna, OH, US",40.0106111167,-82.835195,,,,,,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108185701,5ff5be74-f6f2-4f16-92b2-d747716654bf,Mon Feb 21 2022 21:59:45 GMT-0600 (CST),2022-02-21,2022-02-21 21:59:45 UTC,UTC,3527219,2022-03-08 17:57:37 UTC,2022-03-11 14:51:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108185701,https://inaturalist-open-data.s3.amazonaws.com/photos/182101834/medium.jpg,"",Dark gray with lighter mossy splotches ,3,0,false,3,"S Broyles Ave, Fayetteville, AR, US",36.0656660107,-94.2330671936,92,,,,92,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108218839,01eb0c58-e2ed-47d3-8447-f60580ea7321,2022/03/06 1:24 PM CST,2022-03-06,2022-03-06 19:24:00 UTC,Central Time (US & Canada),934679,2022-03-09 03:39:27 UTC,2023-07-08 07:46:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108218839,https://inaturalist-open-data.s3.amazonaws.com/photos/182162112/medium.jpeg,"",Spermatophores,1,0,false,,"Illinois, US",40.3819343788,-87.7225069331,189,,,,27969,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108218851,44f11742-2263-4760-949a-ed49f1957845,2022/03/06 1:37 PM CST,2022-03-06,2022-03-06 19:37:00 UTC,Central Time (US & Canada),934679,2022-03-09 03:39:29 UTC,2023-07-08 07:46:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108218851,https://inaturalist-open-data.s3.amazonaws.com/photos/182162343/medium.jpeg,"",Spermatophores,1,0,false,,"Illinois, US",40.3970557821,-87.7565780799,189,,,,27969,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108218874,cb07c681-da3d-41c6-ba45-7c7d00fccc6d,2022/03/06 5:29 PM CST,2022-03-06,2022-03-06 23:29:00 UTC,Central Time (US & Canada),934679,2022-03-09 03:39:33 UTC,2024-11-08 13:53:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108218874,https://inaturalist-open-data.s3.amazonaws.com/photos/182162592/medium.jpeg,"",Dead in the water. Failed predation maybe? ,1,0,false,,"Illinois, US",40.212266643,-87.7801061984,189,,,,27969,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108242681,dd6ebc67-1179-4d49-b310-c849df16ed43,Sun Mar 06 2022 21:47:16 GMT-0600 (CST),2022-03-06,2022-03-06 21:47:16 UTC,UTC,2969507,2022-03-09 16:01:09 UTC,2022-03-11 01:18:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108242681,https://inaturalist-open-data.s3.amazonaws.com/photos/182208792/medium.jpg,"","",2,0,false,3,"Bryants Ford Rd, Symsonia, KY, US",36.953456003,-88.4883767946,35,,,,35,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108278921,fc587e3f-3490-4970-a040-06f7dc9b0630,Wed Mar 09 2022 19:53:26 GMT -0500 (EST),2022-03-09,2022-03-10 00:53:26 UTC,Eastern Time (US & Canada),2022619,2022-03-10 02:45:39 UTC,2022-03-10 04:55:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108278921,https://inaturalist-open-data.s3.amazonaws.com/photos/182276489/medium.jpeg,"",,1,0,false,333,Indianapolis,39.8726387024,-86.1019287109,19,,,,19,,open,false,,,,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108298676,06f61d97-c66e-4abb-b917-4da0735a1d43,Mon Mar 07 2022 09:42:18 GMT-0500 (EST),2022-03-07,2022-03-07 14:42:18 UTC,Eastern Time (US & Canada),2767481,2022-03-10 13:09:10 UTC,2025-09-30 01:32:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108298676,https://inaturalist-open-data.s3.amazonaws.com/photos/182313940/medium.jpg,"","",2,0,false,3,"Airport Rd, Centerville, IN, US",39.7946651,-84.9656086,36,,,,36,,open,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108561640,2bfbb853-d718-4ddb-94ea-d039b1ff8e64,Sun Mar 13 2022 11:35:06 GMT-0400 (EDT),2022-03-13,2022-03-13 15:35:06 UTC,Eastern Time (US & Canada),2612084,2022-03-14 03:28:18 UTC,2025-02-13 12:50:34 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/108561640,https://inaturalist-open-data.s3.amazonaws.com/photos/182804896/medium.jpg,"","",2,0,false,3,"Caperton Swamp, Louisville, KY, US",38.28843,-85.678445,43,,,,43,,,false,,,Mole Salamanders,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108563390,61a24aee-46de-4276-ae64-b7d886447344,2022/03/13 4:51 PM CDT,2022-03-13,2022-03-13 21:51:00 UTC,Central Time (US & Canada),3945495,2022-03-14 03:59:57 UTC,2022-03-14 16:55:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108563390,https://inaturalist-open-data.s3.amazonaws.com/photos/182808220/medium.jpg,"",,1,0,false,,"Champaign County, IL, USA",40.1286932362,-88.2135117151,15,,,,15,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108678407,e7e821f3-8df6-4574-9590-60a9f00fa252,2022-03-15 13:38:44,2022-03-15,2022-03-15 13:38:44 UTC,UTC,866069,2022-03-15 20:41:08 UTC,2022-04-02 01:10:02 UTC,research,,https://www.inaturalist.org/observations/108678407,https://static.inaturalist.org/photos/183045584/medium.jpeg,"",,2,0,false,2,"Texas, US",32.7824571795,-97.0512906238,,,,,29066,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108700843,7719d60d-cccd-4198-b488-a4863ba6454e,Sat May 01 2021 10:24:06 GMT-0600 (MDT),2021-05-01,2021-05-01 16:24:06 UTC,Mountain Time (US & Canada),136770,2022-03-16 02:26:47 UTC,2024-02-29 00:02:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108700843,https://inaturalist-open-data.s3.amazonaws.com/photos/183068007/medium.jpg,"","",3,1,false,3,"Illinois, US",37.2905379728,-88.9065187555,32,,,,28417,,obscured,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108780879,e890f32d-4e1a-477a-927f-84eea64828ed,2022-03-16 09:50:33,2022-03-16,2022-03-16 14:50:33 UTC,Central Time (US & Canada),1832448,2022-03-17 04:55:49 UTC,2022-03-17 13:31:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108780879,https://inaturalist-open-data.s3.amazonaws.com/photos/183220161/medium.jpeg,"",Likely gravid female,1,0,false,2,"Texas, US",32.75131223,-97.0681808912,44,,,,29066,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108783449,ab5ec948-1e6f-4b1a-be6f-b9a61ca5f18f,Mon Feb 21 2022 21:30:00 GMT-0600 (CST),2022-02-21,2022-02-22 03:30:00 UTC,Central Time (US & Canada),5322905,2022-03-17 06:07:14 UTC,2022-03-18 00:25:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108783449,https://inaturalist-open-data.s3.amazonaws.com/photos/183224993/medium.jpg,"",Brown body with gray blotches/lichen pattern and costal grooves.,1,0,false,3,"S Broyles Ave, Fayetteville, AR, US",36.0656258482,-94.2335883145,410,,,,410,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108783509,11cea82c-40bd-4ed4-9f59-d3bfc408cddd,Mon Feb 21 2022 21:45:00 GMT-0600 (CST),2022-02-21,2022-02-22 03:45:00 UTC,Central Time (US & Canada),5322905,2022-03-17 06:09:13 UTC,2022-03-18 00:25:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108783509,https://inaturalist-open-data.s3.amazonaws.com/photos/183225160/medium.jpg,"",Brown with lichen pattern and costal grooves.,1,0,false,3,"S Broyles Ave, Fayetteville, AR, US",36.0662614786,-94.2337593124,332,,,,332,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108828723,d721d9e6-050f-436a-b3e9-faae850a3bb3,2022-03-17 17:02:54,2022-03-17,2022-03-17 22:02:54 UTC,Central Time (US & Canada),2032648,2022-03-17 22:03:27 UTC,2022-03-18 00:34:29 UTC,research,,https://www.inaturalist.org/observations/108828723,https://static.inaturalist.org/photos/183309101/medium.jpeg,"",,2,0,false,2,"Fayetteville, AR, USA",36.06827295,-94.23470038,3,,,,3,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108834585,fad0789d-7040-4a22-86ab-d2409202dcaf,2022-03-17 16:19:29-05:00,2022-03-17,2022-03-17 21:19:29 UTC,Central Time (US & Canada),1442288,2022-03-17 23:24:36 UTC,2024-03-23 18:39:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108834585,https://inaturalist-open-data.s3.amazonaws.com/photos/183319789/medium.jpg,"","",1,0,false,3,"Arkansas, US",36.1075962066,-94.315724344,177,,,,28592,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108904767,a14e55f6-7df3-4de5-abeb-009ced455633,Fri Mar 18 2022 17:31:40 GMT-0500 (CDT),2022-03-18,2022-03-18 17:31:40 UTC,UTC,163518,2022-03-18 22:31:55 UTC,2022-11-23 00:45:27 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/108904767,https://inaturalist-open-data.s3.amazonaws.com/photos/183619824/medium.jpg,"","",1,0,false,3,"Busey Woods, Champaign, IL, US",40.1280882585,-88.2116097051,4,,,,4,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108905210,6714adce-1d54-4e8d-975b-c6287a3f7d03,Fri Mar 18 2022 17:38:05 GMT -0500 (CDT),2022-03-18,2022-03-18 17:38:05 UTC,UTC,163518,2022-03-18 22:39:27 UTC,2022-03-19 14:28:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/108905210,https://inaturalist-open-data.s3.amazonaws.com/photos/183451406/medium.jpeg,"",,1,0,false,333,Champaign,40.1280250549,-88.2115859985,4,,,,4,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108910844,dd8a866e-ebd1-4dbd-b203-e4f400bfca8b,2022-03-18 18:58:00,2022-03-18,2022-03-18 23:58:00 UTC,Central Time (US & Canada),4559989,2022-03-19 00:02:58 UTC,2022-03-23 19:09:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108910844,https://inaturalist-open-data.s3.amazonaws.com/photos/183461749/medium.jpeg,"",,1,0,false,2,"Urbana, IL 61801, USA",40.1286130805,-88.2112582773,9,,,,9,,,false,gps,gps,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108918200,aa2423ad-11b9-4482-baec-897c7d7d4b0a,2022-03-18,2022-03-18,,Eastern Time (US & Canada),3510632,2022-03-19 02:00:45 UTC,2022-10-31 17:18:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108918200,https://inaturalist-open-data.s3.amazonaws.com/photos/183476365/medium.jpeg,"",,3,1,false,2,West Chester,40.2339481335,-81.3445014507,1656,,,,1656,,open,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108918814,ef2959ac-2c1b-4eae-ad60-ceb0e65b7cdf,Fri Mar 18 2022 21:25:29 GMT-0400 (EDT),2022-03-18,2022-03-19 01:25:29 UTC,Eastern Time (US & Canada),1521111,2022-03-19 02:10:25 UTC,2022-10-28 02:35:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108918814,https://inaturalist-open-data.s3.amazonaws.com/photos/183477382/medium.jpg,"","",1,0,false,3,"Lunda Rd, West Mansfield, OH, US",40.376705,-83.5120866667,5,,,,5,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108919561,508163d6-f608-4774-9e66-a2e7f3c6f1ec,Fri Mar 18 2022 20:03:30 GMT-0500 (CDT),2022-03-18,2022-03-18 20:03:30 UTC,UTC,5032778,2022-03-19 02:24:09 UTC,2022-07-26 21:44:00 UTC,research,,https://www.inaturalist.org/observations/108919561,https://static.inaturalist.org/photos/183478891/medium.jpg,"","",2,0,false,3,"Kentucky, US",37.6611633366,-86.8408104996,19,,,,28359,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108966720,46550c1e-6188-4cea-bd74-324b65c1bd2c,2022-03-02 17:21:57Z,2022-03-02,2022-03-02 17:21:57 UTC,UTC,2780402,2022-03-19 17:45:04 UTC,2025-02-19 23:46:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/108966720,https://inaturalist-open-data.s3.amazonaws.com/photos/183566838/medium.jpg,"","Window well rescue!
Phylum Chordata",1,0,false,3,"N County Road 1550 E, Villa Grove, IL, US",39.8744857747,-88.1755253903,23,,,,23,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
108995535,c67814fe-c031-4838-aca7-4ec8c7945030,Sat Mar 19 2022 17:49:21 GMT -0500 (CDT),2022-03-19,2022-03-19 17:49:21 UTC,UTC,163518,2022-03-19 22:49:35 UTC,2022-11-23 00:45:23 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/108995535,https://inaturalist-open-data.s3.amazonaws.com/photos/183801141/medium.jpeg,"",,1,0,false,333,Champaign,40.1280632019,-88.2115249634,4,,,,4,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
109019934,9a87a894-9441-4cd5-ac08-a00b5845a821,2022/03/19 1:03 PM CDT,2022-03-19,2022-03-19 18:03:00 UTC,Central Time (US & Canada),1853317,2022-03-20 04:25:13 UTC,2023-04-19 14:55:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109019934,https://inaturalist-open-data.s3.amazonaws.com/photos/183666223/medium.jpeg,"",,3,0,false,,"Urbana, IL, USA",40.1280045632,-88.2153207909,33,,,,33,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
109078146,e235ebe7-428a-49fb-a9ab-4d4c9cc4a958,2022-03-18 09:00:59,2022-03-18,2022-03-18 13:00:59 UTC,Eastern Time (US & Canada),33892,2022-03-20 20:11:56 UTC,2022-03-31 18:28:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109078146,https://inaturalist-open-data.s3.amazonaws.com/photos/183773760/medium.jpeg,"",,1,0,false,2,"Washington Township, OH, USA",40.1030732997,-84.7454716,,,,,,,,false,gps,gps,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
109087631,65509355-86cd-4836-85d7-f1e18e67efe9,Fri Mar 18 2022 22:56:21 GMT-0400 (EDT),2022-03-18,2022-03-19 02:56:21 UTC,Eastern Time (US & Canada),636455,2022-03-20 21:46:49 UTC,2022-11-23 00:45:20 UTC,research,,https://www.inaturalist.org/observations/109087631,https://static.inaturalist.org/photos/183790840/medium.jpg,"","",2,0,false,3,"Gully Brook Park, Willoughby Hills, OH, US",41.6198366667,-81.4138116667,35,,,,35,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
109100141,759733b4-d278-480d-baa9-8e15225164f2,Fri Mar 18 2022 22:09:12 GMT-0500 (CDT),2022-03-18,2022-03-19 08:09:12 UTC,Hawaii,249665,2022-03-21 00:02:51 UTC,2022-03-24 20:43:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109100141,https://inaturalist-open-data.s3.amazonaws.com/photos/184378284/medium.jpg,"","",2,0,false,3,"Hayton School Rd, Carbondale, IL, US",37.69018,-89.1192861667,5,,,,5,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
109140207,dc42afe0-9588-4333-9c6f-5ec59e24d064,Sun Mar 20 2022 18:15:44 GMT-0500 (CDT),2022-03-20,2022-03-20 23:15:44 UTC,Central Time (US & Canada),3630625,2022-03-21 13:23:21 UTC,2022-11-23 00:45:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109140207,https://inaturalist-open-data.s3.amazonaws.com/photos/183891699/medium.jpg,"","",2,0,false,3,"Kentucky, US",36.9712558486,-88.1695193832,8,,,,28476,obscured,,true,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
109166847,f5aefcae-329f-4086-b893-d40ed3d68701,Mon Mar 21 2022 14:20:00 GMT-0500 (CDT),2022-03-21,2022-03-21 14:20:00 UTC,UTC,3620986,2022-03-21 19:38:13 UTC,2022-03-22 18:24:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109166847,https://inaturalist-open-data.s3.amazonaws.com/photos/183941193/medium.jpg,"","",1,0,false,3,"Woodland Walk, Eddyville, KY, US",36.9024355865,-88.0353590889,24,,,,24,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
109172735,36fd3687-380d-40bf-9c00-11333af26dc5,Fri Mar 18 2022 22:09:13 GMT-0500 (CDT),2022-03-18,2022-03-18 22:09:13 UTC,UTC,1421425,2022-03-21 20:55:31 UTC,2022-03-24 04:36:34 UTC,research,,https://www.inaturalist.org/observations/109172735,https://static.inaturalist.org/photos/183952269/medium.jpg,"","",1,0,false,3,"Hayton School Rd, Carbondale, IL, US",37.6901883333,-89.1193083333,4,,,,4,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
109189483,bceccfd0-0254-4fef-ba5e-ade2e01156b6,Sun Mar 20 2022 17:37:06 GMT-0500 (CDT),2022-03-20,2022-03-20 22:37:06 UTC,Central Time (US & Canada),4638867,2022-03-22 00:41:17 UTC,2022-03-22 18:23:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109189483,https://inaturalist-open-data.s3.amazonaws.com/photos/183983286/medium.jpg,"","Counting 13 costal grooves, which indicates small-mouth over mole. I think this is outside of the range for streamside, but it is also located close to wetlands/lake and not a rocky stream. ",2,0,false,3,"Woodland Walk, Eddyville, KY, US",36.9050333333,-88.0341638333,12,,,,12,,,false,,,Small-mouthed Salamander,Ambystoma texanum,Small-mouthed Salamander,Amphibia,26745
